ID,LOCATION_ID,DATA_TIMESTAMP,WIND_SPEED,WIND_DIRECTION,WAVE_HEIGHT,PRESSURE,SEA_TEMP,CURRENT_SPEED,CREATED_AT
1,1,2026-03-05 00:49:27,3.1,135,,,,,2026-03-04 21:49:27
